sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Female,54,White,0,1,0,0,0,-1,1,2,0,1,Low,1,29,0
Male,45,Non-White,0,1,0,0,2,0,1,2,0,1,Low,1,1,0
Male,28,Non-White,0,5,0,0,3,-1,1,3,1,3,Low,3,1,1
Male,33,White,0,9,0,1,14,-78,78,3,0,1,Low,8,70,0
Male,41,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,42,Non-White,0,7,0,0,17,-1,0,2,1,2,Low,4,51,2
Male,34,White,0,1,0,0,3,-1,1,3,0,1,Low,1,1,0
Male,38,White,0,3,0,0,2,-1,1,3,1,2,Low,3,9,0
Male,21,Non-White,0,9,0,0,1,-1,1,3,1,2,High,8,1,1
Male,33,Non-White,0,4,0,0,5,0,1,3,0,1,Low,2,-1,0
Female,31,Non-White,0,7,0,0,1,-1,1,3,0,1,Low,5,1,0
Male,36,White,0,2,0,0,1,-1,1,3,0,1,Low,1,1,0
Female,28,Non-White,0,4,0,0,1,-1,1,3,0,1,Low,5,1,0
Male,32,Non-White,0,7,0,1,9,-1,1,2,1,2,High,4,23,1
Male,31,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,45,White,0,1,0,0,1,0,0,2,0,1,Low,1,1,0
Male,30,White,0,8,0,0,1,-1,1,3,1,2,Low,6,33,5
Male,53,Non-White,0,6,0,0,1,-1,1,3,0,1,Low,3,289,0
Male,40,Non-White,0,1,0,0,1,0,0,3,0,1,Low,1,1,0
Male,48,White,1,8,0,0,15,-360,0,3,0,1,Low,2,14,0
Female,29,Non-White,0,10,0,0,0,-1,1,3,0,1,Low,7,1,0
Male,55,Non-White,0,9,0,0,0,-1,1,3,0,1,Low,10,112,0
Male,44,Non-White,0,3,0,0,3,-86,1,2,0,1,Low,1,1,0
Female,51,White,0,1,0,0,0,-1,1,2,1,2,Low,1,7,2
Female,28,Non-White,0,3,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,52,White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,27,White,0,3,0,0,1,-1,1,3,0,1,Low,2,1,0
Female,23,Non-White,0,4,0,0,1,-8,8,3,0,1,Low,5,6,0
Male,28,Non-White,0,6,0,0,5,-1,1,3,0,1,Low,3,14,0
Male,28,Non-White,0,10,0,0,16,-1,1,3,1,3,Low,8,29,178
Male,22,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,4,34,0
Male,26,Non-White,0,10,0,0,4,0,0,3,0,1,Low,9,320,0
Female,30,Non-White,0,2,0,0,0,0,1,3,0,1,Low,3,-1,0
Male,32,Non-White,0,7,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,27,White,0,4,0,0,5,-1,1,3,0,1,Low,3,1,0
Male,21,Non-White,0,5,0,0,1,-1,1,3,1,2,Low,7,2,2
Female,62,Non-White,0,-1,0,0,1,-2,2,3,0,1,Low,1,1,0
Male,21,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,7,1,0
Female,34,White,0,3,0,0,0,-1,1,3,1,2,Low,2,62,0
Male,24,Non-White,0,9,0,0,7,-1,1,3,1,2,Low,6,199,69
Male,32,White,0,1,0,0,0,-1,1,2,0,1,Low,1,19,0
Male,53,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,38,White,0,6,0,0,5,-1,1,3,1,2,Low,4,41,32
Male,60,Non-White,0,6,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,25,White,0,6,0,0,1,-51,51,3,0,1,Low,8,20,0
Male,56,Non-White,0,1,0,0,3,-28,28,2,0,1,Low,1,14,0
Female,44,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,27,Non-White,2,8,0,0,6,-1,1,3,0,1,Low,8,715,0
Male,26,White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,31,Non-White,0,5,0,0,1,-1,1,2,1,2,Low,2,1,0
Female,25,White,0,7,0,0,6,-1,0,3,0,1,Low,4,24,0
Male,56,Non-White,0,7,0,0,14,-1,1,3,0,1,Low,1,661,0
Female,20,Non-White,0,5,0,0,0,-1,1,2,0,1,Low,7,1,0
Male,35,Non-White,0,5,0,0,1,-1,4272,2,0,1,Low,5,1,0
Male,33,Non-White,0,4,0,0,1,-1,1,3,1,2,Low,3,1,1
Male,24,Non-White,0,3,0,0,0,-1,1,2,0,1,Low,4,1,0
Female,40,Non-White,0,2,0,0,2,-7,7,2,0,1,Low,1,3,0
Male,27,Non-White,0,9,0,0,9,0,0,3,1,2,Low,8,1,0
Female,21,Non-White,0,3,0,0,2,-72,12,2,0,1,Low,5,1,0
Female,62,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,38,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,61,Non-White,0,7,0,0,13,-1,1,3,0,1,Low,3,1,0
Female,21,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,5,1,0
Male,54,White,0,4,0,0,13,-33,33,3,0,1,Low,5,1,0
Male,38,Non-White,0,5,0,0,9,-1,1,3,1,2,High,4,1,1
Male,29,Non-White,0,5,0,0,6,-1,1,3,0,1,Low,6,229,0
Male,20,White,0,6,0,1,0,-1,1,3,1,2,Low,9,1,1
Male,30,Non-White,0,3,0,0,9,-1,1,3,1,3,Low,2,1,1
Male,41,White,0,6,0,0,0,-1,1,3,0,1,Low,2,2,0
Male,36,White,0,6,0,0,9,0,0,3,1,2,High,4,19,12
Male,23,Non-White,0,9,0,0,2,-1,1,2,1,2,Low,9,7,0
Male,39,Non-White,0,10,0,0,21,-1,1,3,1,2,Low,8,1,0
Male,29,White,0,6,0,0,3,-1,1,3,1,2,Low,3,1,0
Male,58,White,0,1,0,0,2,-1,1,2,1,2,Low,1,1,1
Male,23,Non-White,0,7,0,1,2,-1,1,3,0,1,Low,5,35,0
Male,27,Non-White,0,2,0,2,2,-1,1,2,0,1,Low,2,9,0
Male,23,White,0,8,0,0,3,-1,1,2,1,2,High,6,26,59
Female,68,Non-White,0,2,0,0,5,-4,4,3,0,1,Low,1,1,0
Female,26,White,0,5,0,0,2,0,0,2,0,1,Low,4,1,0
Male,23,White,0,3,0,0,1,-1,1,2,0,1,Low,4,1,0
Male,51,Non-White,0,4,0,0,0,-1,1,3,1,2,High,1,1,0
Male,32,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,3,205,0
Female,28,Non-White,0,2,0,0,1,-19,19,2,0,1,Low,2,1,0
Male,25,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,40,Non-White,0,9,0,0,5,0,1,3,1,3,Low,10,55,0
Male,51,Non-White,0,5,0,0,14,-11,11,3,0,1,Low,2,7,0
Male,27,Non-White,0,5,0,0,2,-1,1,2,1,2,Low,3,15,26
Male,49,Non-White,0,5,0,0,11,-1,1,2,1,2,Low,4,32,1
Male,41,Non-White,0,1,0,0,1,0,1,2,0,1,Low,1,1,0
Male,36,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,2,0
Male,52,Non-White,0,4,0,0,0,0,1,3,0,1,Low,3,57,0
Male,28,White,0,7,0,0,5,-76,183,2,0,1,Low,6,6,0
Male,20,Non-White,0,3,0,0,0,-4,5,3,0,1,Low,6,3,0
Male,21,Non-White,0,10,0,0,2,0,0,3,1,2,Low,6,86,6
Male,26,White,0,3,0,0,0,0,0,3,0,1,Low,3,1,0
Female,31,Non-White,0,2,0,0,0,0,1,3,0,1,Low,2,1,0
Female,64,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,22,Non-White,0,8,0,0,4,-1,1,3,0,1,Low,9,1,0
Male,57,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Female,61,White,0,3,0,0,8,0,1,3,1,2,Low,1,30,14
Male,35,Non-White,0,1,0,0,3,-23,23,3,1,2,High,2,9,42
Male,54,White,0,5,0,0,13,80,144,3,0,1,Low,5,30,0
Male,25,Non-White,0,8,0,0,9,-1,1,2,0,1,Low,8,314,0
Male,54,Non-White,0,6,0,0,3,-1,1,3,1,2,Low,3,2,4
Male,39,White,0,3,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,24,Non-White,0,7,1,0,1,-1,1,3,0,1,Low,7,33,0
Female,29,Non-White,0,4,0,0,0,-1,1,3,1,2,High,2,1,0
Male,23,Non-White,0,8,0,0,2,-1,1,3,0,1,Low,7,1,0
Male,50,Non-White,0,8,0,0,26,-21,21,3,0,1,Low,3,20,0
Male,48,Non-White,0,9,0,1,8,-1,1,3,1,3,Low,4,11,0
Male,30,Non-White,0,7,0,1,6,0,0,2,1,2,Low,3,1,0
Male,26,Non-White,0,10,1,0,10,-1,1,3,1,2,Low,10,1,0
Male,37,Non-White,0,9,0,0,12,0,1,3,1,2,Low,8,1,0
Male,26,Non-White,0,6,0,0,4,0,1,3,1,2,High,3,45,16
Male,29,Non-White,0,10,0,0,7,0,0,2,1,3,Low,9,8,0
Male,26,Non-White,0,6,0,0,1,-1,1,2,1,2,Low,5,29,1
Male,60,Non-White,0,1,0,0,2,0,1,3,0,1,Low,1,1,0
Male,27,White,0,7,0,0,2,-1,1,3,1,2,Low,6,1,4
Male,41,Non-White,2,7,0,0,16,379,1,3,1,2,Low,5,-1,0
Male,22,White,0,6,0,1,1,-1,1,3,0,1,Low,7,1,0
Male,28,Non-White,0,7,0,0,3,0,0,3,0,1,Low,8,1,0
Male,33,Non-White,0,6,0,0,13,0,1,3,1,2,Low,4,1,66
Male,28,Non-White,0,2,0,0,2,-1,1,3,1,2,Low,3,125,1
Male,55,White,0,1,0,0,0,-1,2,2,1,3,High,1,-1,3
Male,21,Non-White,0,8,1,0,6,-19,1,3,1,2,Low,7,1,0
Male,30,Non-White,0,7,0,0,1,-305,305,3,0,1,Low,4,1,0
Male,28,Non-White,0,3,0,0,2,-1,1,3,1,2,High,2,1,0
Female,22,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,4,1,0
Female,24,Non-White,0,6,0,0,2,-1,1,2,0,1,Low,5,1,0
Female,29,White,0,7,0,0,6,-2,2,3,1,2,Low,2,67,9
Male,45,Non-White,0,1,0,0,5,230,233,3,0,1,Low,1,1,0
Male,24,Non-White,0,8,0,0,2,0,1,2,1,3,Low,6,49,33
Male,50,Non-White,0,1,0,0,12,-22,22,3,1,2,Low,1,1,0
Male,24,Non-White,0,6,0,0,1,-1,1,2,1,3,High,6,1,114
Male,47,Non-White,0,2,0,0,1,-1,1,3,0,1,Low,3,49,0
Male,54,White,0,1,0,0,6,0,0,3,0,1,Low,1,1,0
Male,40,White,0,1,0,0,2,-16,16,3,0,1,Low,1,15,0
Female,42,White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,35,White,0,3,0,0,5,-20,20,3,0,1,Low,2,1,0
Male,30,Non-White,0,4,0,0,0,-1,1,3,1,2,Low,2,1,1
Male,53,White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Female,31,Non-White,0,3,0,0,2,-1,1,2,0,1,Low,2,2,0
Male,34,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,25,White,0,3,0,0,0,-1,1,3,0,1,Low,3,8,0
Male,35,Non-White,0,4,0,0,1,0,0,2,0,1,Low,3,1,0
Male,31,Non-White,0,2,0,0,0,-1,1,3,1,3,Low,2,1,69
Male,23,Non-White,0,10,0,0,4,-1,1,3,0,1,Low,10,2,0
Male,47,Non-White,0,4,0,0,9,-1,1,3,1,3,Low,2,64,1
Male,35,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,2,0
Female,27,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,3,2,0
Female,24,Non-White,0,5,0,0,3,0,0,3,0,1,Low,4,1,0
Male,28,White,0,2,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,24,Non-White,0,9,1,0,9,-1,1,2,1,2,Low,5,3,155
Female,22,Non-White,0,9,1,0,2,-1,1,3,0,1,Low,8,2,0
Male,58,Non-White,0,6,0,0,12,1,1723,2,0,1,Low,9,115,0
Male,45,Non-White,0,1,0,0,1,-22,22,2,0,1,Low,1,1,0
Female,30,Non-White,0,2,0,0,2,-1,1,3,0,1,Low,2,1,0
Male,30,Non-White,0,8,0,0,5,-1,30,2,1,2,Low,3,5,0
Female,43,White,0,10,0,0,22,-1,1,2,1,3,Low,4,26,198
Male,20,Non-White,0,6,0,0,0,0,0,2,0,1,Low,8,1,0
Male,50,Non-White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Female,24,Non-White,0,4,0,0,2,-1,1,3,1,3,High,3,1,33
Female,42,White,0,5,0,0,3,-3,3,3,0,1,Low,1,1,0
Female,29,White,0,7,0,0,1,-1,1,3,1,3,Low,5,13,94
Male,36,White,0,2,0,0,0,0,0,2,0,1,Low,1,3,0
Male,31,Non-White,0,1,0,0,0,0,0,2,0,1,Low,1,1,0
Male,29,Non-White,0,5,0,0,4,-76,76,3,0,1,Low,6,1,0
Male,25,Non-White,0,9,0,0,5,-1,1,3,1,2,High,6,54,43
Male,36,Non-White,0,5,0,0,4,0,1,3,0,1,Low,3,1,0
Male,24,Non-White,0,5,0,0,1,-1,1,2,1,2,Low,7,2,0
Male,28,White,0,5,0,0,5,0,0,3,0,1,Low,4,1,0
Male,31,White,0,1,0,0,0,-1,1,2,1,2,High,1,1,1
Male,23,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,6,3,0
Male,29,White,0,6,0,0,4,-1,1,2,1,2,High,3,7,1
Male,51,Non-White,0,5,0,0,11,-1,1,2,1,2,Low,7,79,0
Male,34,Non-White,0,5,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,29,Non-White,0,2,0,0,12,0,0,3,1,3,Low,4,1,38
Male,39,Non-White,0,8,0,0,11,-1,1,2,0,1,Low,4,9,0
Male,39,Non-White,0,10,1,0,13,-1,1,3,1,2,Low,6,1,73
Female,20,Non-White,0,4,0,0,0,0,0,2,0,1,Low,5,1,0
Female,24,Non-White,0,5,0,0,4,-27,28,2,0,1,Low,3,26,0
Male,35,White,0,6,0,0,0,0,0,3,0,1,Low,3,9,0
Female,36,Non-White,0,2,0,0,0,0,1,2,0,1,Low,1,1,0
Male,59,Non-White,0,6,0,0,15,-1,1,2,1,2,Low,2,14,0
Male,19,Non-White,0,9,0,1,0,0,1,3,0,1,Low,9,191,0
Male,25,White,0,1,0,0,3,-1,1,3,0,1,Low,2,1,0
Male,23,Non-White,0,8,0,2,3,-1,1,3,1,2,High,8,1,1
Male,31,Non-White,0,8,0,0,15,0,1,3,0,1,Low,3,-1,0
Male,34,Non-White,0,2,0,0,2,-1,1,3,0,1,Low,1,4,0
Female,28,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,2,1,0
Male,53,White,0,1,0,0,0,0,0,2,0,1,Low,1,-1,0
Male,34,Non-White,0,7,0,0,12,0,1,3,0,1,Low,5,34,0
Female,63,Non-White,0,1,0,0,1,0,1,3,0,1,Low,1,1,0
Male,21,Non-White,0,4,0,0,0,-1,1,3,1,2,Low,6,1,0
Female,21,Non-White,0,7,0,0,0,0,0,3,1,3,High,6,1,29
Male,47,White,0,9,0,0,28,-1,1,3,1,2,Low,3,33,1
Male,25,Non-White,0,4,0,0,3,-1,1,3,0,1,Low,3,1,0
Male,34,Non-White,0,5,0,0,7,0,1,3,1,2,Low,2,-1,0
Female,42,White,0,2,0,0,0,-1,1,2,0,1,Low,2,9,0
Male,22,Non-White,0,4,0,0,0,0,1,3,0,1,Low,5,1,0
Male,58,White,0,5,0,0,4,0,0,3,1,2,High,3,1,48
Female,40,Non-White,0,3,0,0,4,0,0,3,1,2,Low,1,5,1
Male,20,Non-White,0,5,0,0,1,-3,3,2,0,1,Low,8,1,0
Male,36,Non-White,3,8,0,0,16,-8,8,3,1,2,Low,7,8,34
Female,23,Non-White,0,4,0,0,0,-1,1,2,1,2,High,4,1,1
Male,34,Non-White,0,2,0,0,5,-1,1,3,1,2,Low,1,1,1
Male,56,White,0,2,0,0,13,-13,13,3,0,1,Low,1,6,0
Female,52,White,0,1,0,0,0,-6,6,3,0,1,Low,1,1,0
Male,56,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,1,6,0
Male,53,White,0,1,0,0,1,0,0,3,0,1,Low,1,1,0
Female,37,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,50,White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,25,Non-White,0,2,0,0,1,-1,1,3,1,2,Low,3,1,0
Male,22,Non-White,0,5,0,0,0,-1,1,3,1,2,High,5,1,7
Female,43,White,0,1,0,0,0,0,0,2,1,2,High,1,1,1
Male,30,White,0,2,0,0,1,-1,1,2,0,1,Low,2,35,0
Male,25,Non-White,0,7,0,0,3,-15,16,3,0,1,Low,4,1,0
Male,29,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,24,White,0,2,0,0,0,-1,1,3,0,1,Low,3,1,0
Male,29,Non-White,0,8,0,0,7,-1,1,2,1,2,High,3,1,36
Female,24,White,0,4,0,0,0,-2,2,3,0,1,Low,5,1,0
Female,74,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,27,Non-White,0,7,0,1,8,0,1,2,1,3,High,5,1,2
Male,37,Non-White,0,2,0,0,1,-1,1,3,1,2,Low,1,1,0
Male,39,Non-White,0,10,1,1,8,197,0,3,1,2,Low,9,4,1
Male,29,White,0,2,0,0,5,0,0,3,0,1,Low,3,1,0
Male,26,White,0,9,0,0,3,-1,2,3,0,1,Low,3,411,0
Female,35,Non-White,0,3,0,0,5,-1,1,3,0,1,Low,3,1,0
Female,44,Non-White,0,1,0,0,0,0,1,2,0,1,Low,1,1,0
Male,45,Non-White,0,4,0,0,17,-310,310,3,0,1,Low,4,273,0
Male,29,Non-White,0,6,0,0,1,-1,1,2,1,2,Low,5,99,0
Male,36,White,0,2,0,0,1,-1,0,3,0,1,Low,1,1,0
Male,61,Non-White,0,4,0,0,13,64,279,3,1,2,Low,2,66,5
Male,26,White,0,4,0,0,2,0,1,3,0,1,Low,7,1,0
Male,30,Non-White,5,9,0,0,7,-147,1,3,0,1,Low,8,1,0
Male,34,White,0,5,0,0,3,0,0,2,0,1,Low,3,1,0
Male,29,White,0,6,0,0,1,-50,50,3,0,1,Low,3,49,0
Female,26,Non-White,0,5,0,0,1,-1,1,3,0,1,Low,4,1,0
Female,39,White,0,6,1,0,11,-1,1,3,1,3,Low,3,1,1
Male,22,Non-White,0,4,1,0,3,-1,1,3,1,2,Low,6,1,33
Male,28,White,0,4,0,0,4,-104,104,3,0,1,Low,3,96,0
Male,28,White,0,3,0,0,0,-1,1,3,0,1,Low,2,1,0
Male,51,White,0,1,0,0,1,-2,2,3,1,2,High,1,1,0
Female,35,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,23,Non-White,0,2,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,29,Non-White,1,6,2,0,6,0,0,3,1,2,Low,8,1,1
Male,20,Non-White,0,3,0,0,0,-1,1,3,1,2,Low,5,1,32
Male,60,White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,24,Non-White,0,9,0,2,1,-1,1,2,1,2,Low,9,6,140
Male,21,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,5,1,0
Female,23,Non-White,0,4,1,0,2,-1,1,2,0,1,Low,6,1,0
Female,33,Non-White,0,7,0,0,5,-1,1,3,0,1,Low,5,186,0
Male,21,White,1,3,0,0,1,-1,1,3,1,2,Low,6,1,0
Male,59,White,0,1,0,0,3,-3,4,2,0,1,Low,1,2,0
Male,26,White,0,4,0,0,4,0,0,3,1,2,High,3,2,72
Male,38,Non-White,0,1,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,23,Non-White,0,5,0,0,0,-1,1,2,0,1,Low,6,1,0
Male,19,White,1,9,3,2,5,-31,31,2,1,3,Low,9,28,0
Male,60,White,0,2,0,0,5,-110,110,2,0,1,Low,1,4,0
Male,52,Non-White,0,2,0,0,4,0,1,2,0,1,Low,1,1,0
Male,26,Non-White,0,4,0,0,2,-1,1,3,0,1,Low,5,1,0
Male,28,Non-White,0,8,0,0,2,-1,1,3,0,1,Low,6,3,0
Male,23,Non-White,0,5,0,0,2,-1,1,3,1,2,Low,4,58,0
Male,21,Non-White,0,5,0,2,1,-1,1,3,1,2,Low,5,1,1
Male,52,Non-White,0,1,0,0,0,-1,1,2,1,2,Low,1,1,0
Male,56,Non-White,0,5,0,0,12,-1,1,3,1,3,Low,4,1,2
Male,40,White,0,4,0,0,1,-1,1,2,0,1,Low,3,1,0
Female,48,White,0,4,0,0,8,-26,26,2,1,2,Low,2,23,12
Male,24,Non-White,0,6,1,2,2,561,394,2,0,1,Low,7,1,0
Female,26,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,4,1,0
Female,24,Non-White,0,3,0,0,1,-1,1,3,0,1,Low,3,1,0
Male,66,White,0,1,0,0,1,-14,14,3,1,3,Low,1,4,1
Male,70,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Female,54,Non-White,0,4,0,0,6,-1,1,3,0,1,Low,1,1,0
Male,19,White,0,4,0,3,0,0,0,3,0,1,Low,6,1,0
Male,44,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,31,White,0,7,0,0,4,-1,1,2,1,2,High,7,26,0
Male,34,White,0,3,0,0,0,-1,1,3,1,2,High,2,1,0
Female,41,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,1,348,0
Male,25,Non-White,0,9,0,0,9,-1,1,3,1,2,Low,8,84,48
Male,60,White,0,8,0,0,2,-1,1055,2,0,1,Low,3,37,0
Male,27,White,0,2,0,0,1,-1,1,3,0,1,Low,3,65,0
Male,54,Non-White,1,6,0,0,7,-1,1,3,0,1,Low,3,336,0
Male,47,White,0,4,0,0,2,-7,7,3,0,1,Low,1,6,0
Male,51,Non-White,0,8,0,1,12,-1,1,3,1,2,High,3,1,0
Male,25,White,0,3,0,0,1,-23,24,3,0,1,Low,3,-1,0
Male,25,Non-White,0,2,0,0,0,-1,1,3,1,2,High,4,20,76
Female,31,Non-White,0,2,0,0,2,-1,1,3,1,2,Low,2,1,1
Male,44,Non-White,0,1,0,0,2,367,79,3,1,3,High,2,1,0
Male,32,Non-White,0,3,0,0,0,-4,5,3,0,1,Low,4,1,0
Male,36,White,0,2,0,0,1,-1,1,3,1,2,High,3,1,62
Male,19,Non-White,0,6,0,0,0,0,0,3,0,1,Low,8,33,0
Male,49,White,0,1,0,0,0,0,1,2,0,1,Low,1,-1,0
Male,31,Non-White,0,7,0,0,0,-1,1,3,0,1,Low,4,1,0
Male,30,White,0,3,0,1,1,-1,1,3,0,1,Low,3,1,0
Male,29,Non-White,1,9,0,0,3,-1,1,3,1,3,Low,6,1,0
Female,53,White,0,5,0,0,6,-1,1,3,1,2,Low,1,10,2
Male,21,Non-White,0,9,1,0,1,-1,1,3,1,3,High,8,456,14
Male,21,Non-White,0,4,0,0,0,-1,1,3,0,1,Low,6,1,0
Female,27,Non-White,0,5,0,0,1,0,1,3,1,2,Low,4,1,0
Female,50,Non-White,0,2,0,0,2,-32,32,3,0,1,Low,1,1,0
Female,65,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Female,59,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,59,Non-White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,24,Non-White,0,7,0,0,0,-1,1,2,0,1,Low,7,3,0
Male,40,Non-White,0,1,0,0,0,0,1,3,0,1,Low,1,1,0
Male,51,Non-White,0,1,0,0,0,-1,1,3,1,2,Low,1,2,0
Male,34,Non-White,1,9,0,0,10,-1,1,3,1,3,High,4,1,0
Male,23,Non-White,1,9,0,4,2,0,0,3,0,1,Low,9,53,0
Female,31,Non-White,0,4,0,0,4,-3,4,3,0,1,Low,5,2,0
Male,30,Non-White,0,2,0,0,1,0,1,3,1,3,Low,2,-1,45
Male,52,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,29,White,0,4,0,0,1,-39,40,3,1,2,Low,6,33,33
Male,24,Non-White,0,9,0,0,15,-31,31,3,1,3,High,9,4,0
Male,38,Non-White,0,3,0,0,2,-1,1,3,1,2,High,1,2,0
Female,22,Non-White,0,8,0,0,0,-6,6,3,0,1,Low,8,1,0
Male,43,Non-White,0,5,0,0,0,-1,1,3,0,1,Low,3,3,0
Male,45,White,0,1,0,0,0,-1,1,2,0,1,Low,1,2,0
Male,32,White,0,9,0,0,5,0,0,3,1,2,Low,3,55,0
Male,36,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,22,Non-White,0,10,0,0,3,-443,0,3,0,1,Low,9,5,0
Male,55,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,1,0
Male,36,Non-White,0,10,1,0,18,0,1,3,0,1,Low,9,-1,0
Male,26,Non-White,0,2,0,0,2,-1,1,3,1,3,Low,3,8,0
Male,23,White,0,2,0,1,1,-1,1,2,0,1,Low,3,1,0
Female,47,Non-White,0,1,0,0,0,-1,1,3,0,1,Low,1,3,0
Male,28,White,0,2,0,0,1,-1,1,2,1,3,Low,2,1,1
Male,42,Non-White,0,1,0,0,1,-499,499,2,0,1,Low,1,1,0
Male,41,Non-White,0,5,0,0,9,-1,1,3,0,1,Low,5,173,0
Female,42,Non-White,0,1,0,0,1,-1,1,3,0,1,Low,1,1,0
Male,21,Non-White,0,7,1,0,1,-1,1,3,0,1,Low,6,2,0
Male,27,Non-White,0,2,0,0,0,0,1,3,1,3,Low,3,1,1
Male,32,White,0,1,0,0,1,0,0,2,0,1,Low,1,1,0
Male,61,Non-White,0,4,0,0,2,-1,1,3,1,3,Low,1,3,0
Male,27,White,0,5,0,0,0,-1,1,2,0,1,Low,3,1,0
Male,26,Non-White,0,2,0,0,0,-1,1,3,0,1,Low,3,2,0
Male,41,Non-White,0,1,0,0,1,-38,1364,2,0,1,Low,1,29,0
Male,41,Non-White,0,1,0,0,1,-291,291,3,0,1,Low,1,1,0
Female,28,White,0,5,0,0,1,0,0,2,1,3,Low,2,1,1
Male,58,White,0,4,0,0,1,0,0,3,0,1,Low,1,1,0
Male,43,Non-White,0,5,0,0,0,-1,1,3,1,3,Low,4,1,118
Male,30,White,0,4,0,0,3,225,167,3,0,1,Low,3,70,0
Male,33,Non-White,0,7,0,0,21,-6,6,2,1,2,Low,6,6,0
Female,55,White,0,1,0,0,0,-1,1,2,0,1,Low,1,1,0
Male,21,White,0,3,0,1,0,-1,1,2,0,1,Low,5,1,0
Female,32,White,0,1,0,1,0,-1,2,2,0,1,Low,1,1,0
Male,22,Non-White,0,4,0,0,1,0,0,3,1,2,Low,5,1,1
Male,51,Non-White,0,1,0,0,3,0,0,3,0,1,Low,1,1,0
Female,35,Non-White,0,6,0,0,4,-24,24,3,0,1,Low,1,1,0
Male,20,Non-White,0,10,0,1,2,-1,1,3,1,2,Low,8,129,0
Male,35,White,0,3,0,0,2,-1,1,3,0,1,Low,2,1,0
Male,27,Non-White,0,3,0,0,1,-1,1,3,0,1,Low,2,1,0
Female,37,Non-White,0,1,0,0,3,-1,1,3,0,1,Low,1,29,0
Male,28,Non-White,0,7,0,0,0,-2,3,2,1,3,Low,7,1,1
Male,40,White,0,2,0,0,2,-1,1,3,0,1,Low,1,1,0
Male,41,White,0,5,0,0,3,-1,1,2,1,3,Low,2,1,0
Male,24,Non-White,0,8,0,0,0,-1,1,2,1,2,High,8,1,1
Female,33,Non-White,0,4,0,0,3,-1,1,2,0,1,Low,3,2,0
